travelCode,user_id,departure,arrival,flightType,flight_price,flight_duration,distance,agency,flight_date,hotel_name,hotel_place,days,hotel_base,total_hotel,check_in,company,user_name,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,totalDistance,fuelPolicy,bookingStatus,total_rent_price,total_price
59017,573,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,02-09-2023,Hotel Z,Aracaju (SE),4,208.04,832.16,02-09-2023,Monsters CYA,Andrew Anderson,none,33,West Jackson,Nathanielstad,Sedan,Enterprise,5.0,452.0,Partial,Confirmed,5195.0,6904.72
59024,573,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,03/30/2023,Hotel AU,Recife (PE),2,312.83,625.66,03/30/2023,Monsters CYA,Andrew Anderson,none,33,North Michael,Francoton,Luxury,Sixt,4.0,98.0,Full-to-Full,Pending,3386.0,4971.57
59093,574,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,11/26/2020,Hotel Z,Aracaju (SE),3,208.04,624.12,11/26/2020,Monsters CYA,Della Gomez,none,52,Alvarezberg,Mooreport,Sedan,Hertz,3.0,341.0,Full-to-Full,Cancelled,3942.0,5453.02
59125,574,Campo Grande (MS),Rio de Janeiro (RJ),economic,972.12,2.09,806.48,CloudFy,07-08-2021,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07-08-2021,Monsters CYA,Della Gomez,none,52,Holtberg,Davidbury,Sedan,Budget,5.0,71.0,Full-to-Full,Pending,1396.0,2866.09
59144,574,Campo Grande (MS),Recife (PE),economic,674.16,1.39,535.4,Rainbow,11/18/2021,Hotel AU,Recife (PE),2,312.83,625.66,11/18/2021,Monsters CYA,Della Gomez,none,52,East Michaelfort,Jeffreyport,Hatchback,Enterprise,1.0,317.0,Partial,Confirmed,2814.0,4113.82
59267,575,Campo Grande (MS),Rio de Janeiro (RJ),economic,972.12,2.09,806.48,CloudFy,06-03-2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06-03-2021,Monsters CYA,Lucy Pagel,female,42,Browningshire,Perryborough,SUV,Avis,2.0,460.0,Partial,Confirmed,6143.0,7779.08
59285,575,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,2.09,806.48,Rainbow,10-07-2021,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10-07-2021,Monsters CYA,Lucy Pagel,female,42,Castroview,East Troy,Hatchback,Hertz,1.0,382.0,Prepaid,Cancelled,3350.0,5602.14
59290,575,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,2.09,806.48,Rainbow,11-11-2021,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11-11-2021,Monsters CYA,Lucy Pagel,female,42,South Jesse,Nicholasside,Hatchback,Sixt,4.0,454.0,Prepaid,Pending,4073.0,6325.14
59343,575,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,11/17/2022,Hotel A,Florianopolis (SC),2,313.02,626.04,11/17/2022,Monsters CYA,Lucy Pagel,female,42,Rodriguezshire,South Jenniferchester,Hatchback,Avis,3.0,452.0,Partial,Pending,3986.0,6058.38
59355,575,Campo Grande (MS),Recife (PE),economic,659.43,1.39,535.4,CloudFy,02-09-2023,Hotel AU,Recife (PE),4,312.83,1251.32,02-09-2023,Monsters CYA,Lucy Pagel,female,42,Darylmouth,West Carolfurt,Hatchback,Enterprise,5.0,150.0,Prepaid,Cancelled,1676.0,3586.75
59462,576,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,07-01-2021,Hotel AU,Recife (PE),2,312.83,625.66,07-01-2021,Monsters CYA,Chad Langevin,male,22,North Raymondhaven,Ericton,Sedan,Sixt,1.0,305.0,Full-to-Full,Confirmed,3464.0,5351.89
59475,577,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,10/17/2019,Hotel AU,Recife (PE),3,312.83,938.49,10/17/2019,Monsters CYA,Paul Emery,none,63,Yateshaven,South Matthewmouth,Luxury,Hertz,3.0,56.0,Prepaid,Cancelled,2409.0,4533.44
59487,577,Campo Grande (MS),Natal (RN),economic,411.05,0.65,250.68,Rainbow,01-09-2020,Hotel BD,Natal (RN),1,242.88,242.88,01-09-2020,Monsters CYA,Paul Emery,none,63,Katherinechester,Floresville,Hatchback,Sixt,3.0,207.0,Prepaid,Pending,2042.0,2695.93
59499,577,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,04-02-2020,Hotel Z,Aracaju (SE),3,208.04,624.12,04-02-2020,Monsters CYA,Paul Emery,none,63,Bryanchester,West Emily,Sedan,Budget,3.0,202.0,Prepaid,Cancelled,2575.0,4346.07
59521,577,Campo Grande (MS),Sao Paulo (SP),firstClass,684.65,0.44,168.22,FlyingDrops,09-03-2020,Hotel AF,Sao Paulo (SP),1,139.1,139.1,09-03-2020,Monsters CYA,Paul Emery,none,63,Lake Timothyside,Danaport,Luxury,Sixt,4.0,257.0,Partial,Pending,6583.0,7406.75
59541,577,Campo Grande (MS),Natal (RN),firstClass,778.01,0.65,250.68,Rainbow,01/21/2021,Hotel BD,Natal (RN),3,242.88,728.64,01/21/2021,Monsters CYA,Paul Emery,none,63,Dayside,New Heatherton,Hatchback,Budget,2.0,322.0,Partial,Cancelled,2886.0,4392.65
59558,578,Campo Grande (MS),Natal (RN),firstClass,732.89,0.65,250.68,CloudFy,11/21/2019,Hotel BD,Natal (RN),3,242.88,728.64,11/21/2019,Monsters CYA,Naomi Bartz,female,22,Robertsfurt,Lake Eric,SUV,Sixt,4.0,273.0,Partial,Confirmed,4074.0,5535.53
59564,578,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,01-02-2020,Hotel K,Salvador (BH),3,263.41,790.23,01-02-2020,Monsters CYA,Naomi Bartz,female,22,Durhamberg,North Lisaton,Hatchback,Sixt,2.0,458.0,Prepaid,Cancelled,3987.0,5926.61
59704,578,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,09-08-2022,Hotel AU,Recife (PE),1,312.83,312.83,09-08-2022,Monsters CYA,Naomi Bartz,female,22,Hoganshire,Murrayview,SUV,Sixt,4.0,190.0,Partial,Confirmed,3075.0,4573.78
59731,580,Campo Grande (MS),Salvador (BH),economic,621.36,1.36,522.34,CloudFy,12-12-2019,Hotel K,Salvador (BH),1,263.41,263.41,12-12-2019,Monsters CYA,Javier Anthony,male,24,Lopezmouth,New Lisa,Hatchback,Avis,2.0,405.0,Full-to-Full,Confirmed,3581.0,4465.77
59745,580,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,03/19/2020,Hotel BP,Brasilia (DF),1,247.62,247.62,03/19/2020,Monsters CYA,Javier Anthony,male,24,Andersonview,East Daniellehaven,Sedan,Hertz,3.0,139.0,Prepaid,Cancelled,1922.0,2861.61
59756,580,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,06-04-2020,Hotel Z,Aracaju (SE),4,208.04,832.16,06-04-2020,Monsters CYA,Javier Anthony,male,24,Port Paulton,Daltonview,SUV,Avis,1.0,449.0,Partial,Pending,5917.0,8330.96
59820,580,Campo Grande (MS),Salvador (BH),premium,834.61,1.36,522.34,Rainbow,08/26/2021,Hotel K,Salvador (BH),2,263.41,526.82,08/26/2021,Monsters CYA,Javier Anthony,male,24,Port Melissa,Sandersmouth,Sedan,Sixt,3.0,336.0,Prepaid,Pending,3904.0,5265.43
59895,581,Campo Grande (MS),Salvador (BH),firstClass,1052.6,1.36,522.34,FlyingDrops,11/21/2019,Hotel K,Salvador (BH),1,263.41,263.41,11/21/2019,Monsters CYA,Jennie Klein,female,35,South Jennifer,East Alyssaland,Luxury,Enterprise,1.0,222.0,Partial,Pending,5417.0,6733.01
59941,581,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,10-08-2020,Hotel AU,Recife (PE),1,312.83,312.83,10-08-2020,Monsters CYA,Jennie Klein,female,35,Taylorshire,Lisaport,Hatchback,Hertz,5.0,71.0,Partial,Confirmed,1061.0,2618.56
59995,581,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,10/21/2021,Hotel Z,Aracaju (SE),1,208.04,208.04,10/21/2021,Monsters CYA,Jennie Klein,female,35,Valdezshire,North Carmen,SUV,Sixt,2.0,382.0,Partial,Cancelled,5214.0,6967.82
59995,581,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,10/21/2021,Hotel Z,Aracaju (SE),1,208.04,208.04,10/21/2021,Monsters CYA,Jennie Klein,female,35,East Cynthia,Santiagoport,Hatchback,Sixt,5.0,479.0,Prepaid,Pending,4295.0,6048.82
60003,582,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,2.09,806.48,Rainbow,10/31/2019,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/31/2019,Monsters CYA,Irene Land,female,62,Warrenhaven,Suzannemouth,SUV,Budget,4.0,499.0,Partial,Confirmed,6773.0,8859.15
60033,582,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,05/28/2020,Hotel BP,Brasilia (DF),4,247.62,990.48,05/28/2020,Monsters CYA,Irene Land,female,62,East Erictown,East Deborah,Luxury,Hertz,5.0,251.0,Prepaid,Cancelled,6583.0,8080.04
60076,582,Campo Grande (MS),Brasilia (DF),economic,517.82,0.72,277.7,Rainbow,03/25/2021,Hotel BP,Brasilia (DF),1,247.62,247.62,03/25/2021,Monsters CYA,Irene Land,female,62,Jamestown,Phillipston,SUV,Hertz,3.0,500.0,Full-to-Full,Confirmed,6694.0,7459.44
60185,583,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,05/21/2020,Hotel BP,Brasilia (DF),1,247.62,247.62,05/21/2020,Monsters CYA,Edmund Graham,none,63,East Michelleland,Watsonshire,SUV,Avis,2.0,183.0,Full-to-Full,Confirmed,2820.0,4017.61
60185,583,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,05/21/2020,Hotel BP,Brasilia (DF),1,247.62,247.62,05/21/2020,Monsters CYA,Edmund Graham,none,63,Shannonmouth,South Donna,Sedan,Enterprise,3.0,289.0,Full-to-Full,Cancelled,3429.0,4626.61
60235,583,Campo Grande (MS),Florianopolis (SC),premium,1031.59,1.49,573.81,CloudFy,05-06-2021,Hotel A,Florianopolis (SC),4,313.02,1252.08,05-06-2021,Monsters CYA,Edmund Graham,none,63,East Courtneyfort,Randolphport,Hatchback,Sixt,1.0,295.0,Full-to-Full,Cancelled,2641.0,4924.67
60289,583,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,05/19/2022,Hotel Z,Aracaju (SE),1,208.04,208.04,05/19/2022,Monsters CYA,Edmund Graham,none,63,Port Danielchester,Mullenview,SUV,Avis,3.0,401.0,Full-to-Full,Cancelled,5524.0,7277.82
60289,583,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,05/19/2022,Hotel Z,Aracaju (SE),1,208.04,208.04,05/19/2022,Monsters CYA,Edmund Graham,none,63,Martinezmouth,East Mallorybury,SUV,Budget,3.0,384.0,Full-to-Full,Cancelled,5300.0,7053.82
60337,584,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,01-09-2020,Hotel AU,Recife (PE),2,312.83,625.66,01-09-2020,Monsters CYA,Michael Jenkins,male,37,Veronicaborough,Ritaland,Hatchback,Hertz,4.0,203.0,Full-to-Full,Confirmed,2056.0,3672.88
60339,584,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,2.09,806.48,Rainbow,01/23/2020,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/23/2020,Monsters CYA,Michael Jenkins,male,37,Taylorstad,East John,Luxury,Budget,4.0,183.0,Prepaid,Pending,5103.0,7095.84
60354,584,Campo Grande (MS),Sao Paulo (SP),economic,381.83,0.44,168.22,Rainbow,05-07-2020,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05-07-2020,Monsters CYA,Michael Jenkins,male,37,Rachelland,Bradleyside,Sedan,Sixt,2.0,56.0,Prepaid,Confirmed,1047.0,1567.93
60360,584,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,06/18/2020,Hotel Z,Aracaju (SE),2,208.04,416.08,06/18/2020,Monsters CYA,Michael Jenkins,male,37,West Gloriachester,New Jennifer,Sedan,Hertz,4.0,442.0,Partial,Cancelled,5028.0,6917.49
60361,584,Campo Grande (MS),Natal (RN),economic,467.6,0.65,250.68,CloudFy,06/25/2020,Hotel BD,Natal (RN),3,242.88,728.64,06/25/2020,Monsters CYA,Michael Jenkins,male,37,Sabrinahaven,Port Jameshaven,Luxury,Avis,5.0,286.0,Partial,Cancelled,7299.0,8495.24
60362,584,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,2.09,806.48,Rainbow,07-02-2020,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07-02-2020,Monsters CYA,Michael Jenkins,male,37,Nancyside,Edwardton,Hatchback,Hertz,5.0,78.0,Full-to-Full,Pending,1114.0,2724.51
60398,584,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,03-11-2021,Hotel BP,Brasilia (DF),4,247.62,990.48,03-11-2021,Monsters CYA,Michael Jenkins,male,37,Port Diana,Port Robertland,Hatchback,Hertz,3.0,432.0,Prepaid,Cancelled,3855.0,5506.8
60485,584,Campo Grande (MS),Natal (RN),firstClass,778.01,0.65,250.68,Rainbow,11-10-2022,Hotel BD,Natal (RN),1,242.88,242.88,11-10-2022,Monsters CYA,Michael Jenkins,male,37,Stevenhaven,East Kim,Luxury,Hertz,4.0,84.0,Prepaid,Confirmed,3111.0,4131.89
60490,584,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,12/15/2022,Hotel BP,Brasilia (DF),2,247.62,495.24,12/15/2022,Monsters CYA,Michael Jenkins,male,37,Jacksonville,Collinfort,Luxury,Sixt,2.0,290.0,Partial,Cancelled,6937.0,8093.56
60558,585,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,09-10-2020,Hotel A,Florianopolis (SC),1,313.02,313.02,09-10-2020,Monsters CYA,Clara Taylor,female,63,Port Lisatown,South Christybury,SUV,Avis,1.0,102.0,Prepaid,Confirmed,1740.0,3083.15
60615,586,Campo Grande (MS),Sao Paulo (SP),economic,375.51,0.44,168.22,CloudFy,07-02-2020,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07-02-2020,Monsters CYA,Gregory Thiboutot,male,39,Moniquebury,Mullinsbury,Luxury,Avis,1.0,233.0,Partial,Confirmed,5659.0,6451.81
60710,586,Campo Grande (MS),Salvador (BH),premium,834.61,1.36,522.34,Rainbow,04/28/2022,Hotel K,Salvador (BH),3,263.41,790.23,04/28/2022,Monsters CYA,Gregory Thiboutot,male,39,Lake Charlestown,Lake Ricardo,Sedan,Enterprise,5.0,85.0,Partial,Confirmed,1528.0,3152.84
60775,587,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,12-03-2020,Hotel AU,Recife (PE),1,312.83,312.83,12-03-2020,Monsters CYA,David Edelson,male,34,North Richard,Alexandramouth,Luxury,Budget,2.0,365.0,Full-to-Full,Cancelled,8450.0,9754.05
60888,587,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,02-02-2023,Hotel Z,Aracaju (SE),3,208.04,624.12,02-02-2023,Monsters CYA,David Edelson,male,34,Tracyhaven,Bensonville,SUV,Sixt,5.0,105.0,Partial,Pending,2131.0,4228.53
60949,589,Campo Grande (MS),Salvador (BH),economic,615.26,1.36,522.34,Rainbow,07/30/2020,Hotel K,Salvador (BH),2,263.41,526.82,07/30/2020,Monsters CYA,Sherry Daigle,none,46,Evansmouth,South Luisfurt,Sedan,Budget,5.0,438.0,Prepaid,Cancelled,5068.0,6210.08
60976,591,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,01/23/2020,Hotel Z,Aracaju (SE),3,208.04,624.12,01/23/2020,Monsters CYA,Veronica Salgado,female,65,New Robertburgh,Lake Christopherhaven,Luxury,Budget,5.0,411.0,Full-to-Full,Confirmed,9815.0,11326.02
61036,593,Campo Grande (MS),Salvador (BH),firstClass,1114.75,1.36,522.34,Rainbow,12-05-2019,Hotel K,Salvador (BH),4,263.41,1053.64,12-05-2019,Monsters CYA,Matthew Kellogg,male,38,Robinsontown,Chavezside,Sedan,Hertz,1.0,348.0,Prepaid,Cancelled,3893.0,6061.39
61093,594,Campo Grande (MS),Natal (RN),premium,652.47,0.65,250.68,CloudFy,05-07-2020,Hotel BD,Natal (RN),1,242.88,242.88,05-07-2020,Monsters CYA,Jason Woods,male,30,Lauraberg,South James,Sedan,Sixt,5.0,434.0,Prepaid,Cancelled,5027.0,5922.35
61114,596,Campo Grande (MS),Florianopolis (SC),economic,808.63,1.49,573.81,CloudFy,10/17/2019,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/17/2019,Monsters CYA,Dolores Huffman,female,55,Lake Alisha,North Isaiahmouth,SUV,Avis,2.0,183.0,Partial,Pending,2823.0,4883.71
61147,596,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,06-04-2020,Hotel BP,Brasilia (DF),2,247.62,495.24,06-04-2020,Monsters CYA,Dolores Huffman,female,55,Port Katherinetown,New Nancyfurt,Hatchback,Avis,5.0,358.0,Full-to-Full,Confirmed,3348.0,4793.23
61184,597,Campo Grande (MS),Natal (RN),economic,411.05,0.65,250.68,Rainbow,10-03-2019,Hotel BD,Natal (RN),4,242.88,971.52,10-03-2019,Monsters CYA,Raymond Varner,male,36,Morrisville,Greerview,Hatchback,Enterprise,1.0,304.0,Partial,Confirmed,2705.0,4087.57
61187,597,Campo Grande (MS),Salvador (BH),economic,615.26,1.36,522.34,Rainbow,10/24/2019,Hotel K,Salvador (BH),4,263.41,1053.64,10/24/2019,Monsters CYA,Raymond Varner,male,36,West Lisa,New Alejandromouth,SUV,Avis,4.0,141.0,Full-to-Full,Cancelled,2490.0,4158.9
61210,598,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,11/14/2019,Hotel AU,Recife (PE),3,312.83,938.49,11/14/2019,Monsters CYA,Amy Baumann,female,57,North Shari,South Andreaton,SUV,Avis,5.0,382.0,Prepaid,Pending,5447.0,7647.72
61247,599,Campo Grande (MS),Sao Paulo (SP),premium,441.34,0.44,168.22,Rainbow,01/16/2020,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/16/2020,Monsters CYA,Leroy Harris,male,47,Bryantmouth,Angelaview,Hatchback,Hertz,1.0,382.0,Prepaid,Pending,3341.0,3921.44
61273,599,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,07/16/2020,Hotel BP,Brasilia (DF),3,247.62,742.86,07/16/2020,Monsters CYA,Leroy Harris,male,47,North Joseph,Hudsonborough,Luxury,Sixt,4.0,404.0,Prepaid,Pending,9520.0,10924.18
61349,599,Campo Grande (MS),Recife (PE),economic,674.16,1.39,535.4,Rainbow,12/30/2021,Hotel AU,Recife (PE),3,312.83,938.49,12/30/2021,Monsters CYA,Leroy Harris,male,47,Port Tinatown,Samanthashire,Sedan,Budget,2.0,293.0,Prepaid,Confirmed,3384.0,4996.65
61449,600,Campo Grande (MS),Salvador (BH),firstClass,1114.75,1.36,522.34,Rainbow,05/21/2020,Hotel K,Salvador (BH),4,263.41,1053.64,05/21/2020,Monsters CYA,Laurie Hubbard,none,38,Williamsbury,Kennethhaven,Hatchback,Budget,2.0,117.0,Partial,Cancelled,1259.0,3427.39
61452,600,Campo Grande (MS),Natal (RN),firstClass,732.89,0.65,250.68,CloudFy,06-11-2020,Hotel BD,Natal (RN),4,242.88,971.52,06-11-2020,Monsters CYA,Laurie Hubbard,none,38,Richardfort,Hodgesmouth,Sedan,Enterprise,3.0,314.0,Partial,Pending,3660.0,5364.41
61508,601,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,07/16/2020,Hotel AU,Recife (PE),3,312.83,938.49,07/16/2020,Monsters CYA,Seth Mcclellan,male,32,Hudsonburgh,West Melissaside,Hatchback,Budget,3.0,59.0,Full-to-Full,Confirmed,847.0,3047.72
61508,601,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,07/16/2020,Hotel AU,Recife (PE),3,312.83,938.49,07/16/2020,Monsters CYA,Seth Mcclellan,male,32,New Nancy,North Jeffreyville,Hatchback,Enterprise,1.0,328.0,Partial,Pending,2889.0,5089.72
61512,601,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,08/13/2020,Hotel K,Salvador (BH),3,263.41,790.23,08/13/2020,Monsters CYA,Seth Mcclellan,male,32,Englishview,Lake Haroldville,Sedan,Budget,4.0,234.0,Full-to-Full,Confirmed,2959.0,4898.61
61536,601,Campo Grande (MS),Florianopolis (SC),economic,808.63,1.49,573.81,CloudFy,01/28/2021,Hotel A,Florianopolis (SC),1,313.02,313.02,01/28/2021,Monsters CYA,Seth Mcclellan,male,32,Lake James,West Jose,SUV,Avis,4.0,145.0,Partial,Confirmed,2534.0,3655.65
61541,601,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,03-04-2021,Hotel K,Salvador (BH),3,263.41,790.23,03-04-2021,Monsters CYA,Seth Mcclellan,male,32,South Barbarastad,Paulahaven,Hatchback,Avis,2.0,320.0,Full-to-Full,Cancelled,2870.0,4809.61
61541,601,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,03-04-2021,Hotel K,Salvador (BH),3,263.41,790.23,03-04-2021,Monsters CYA,Seth Mcclellan,male,32,South Larry,New Christinachester,Hatchback,Hertz,3.0,420.0,Full-to-Full,Pending,3731.0,5670.61
61564,601,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,1.49,573.81,FlyingDrops,08-12-2021,Hotel A,Florianopolis (SC),2,313.02,626.04,08-12-2021,Monsters CYA,Seth Mcclellan,male,32,Bryantown,Kathrynbury,Sedan,Enterprise,3.0,307.0,Full-to-Full,Confirmed,3617.0,5553.36
61586,601,Campo Grande (MS),Natal (RN),firstClass,749.85,0.65,250.68,FlyingDrops,01/13/2022,Hotel BD,Natal (RN),4,242.88,971.52,01/13/2022,Monsters CYA,Seth Mcclellan,male,32,West Staceychester,Kennethside,Luxury,Enterprise,3.0,416.0,Full-to-Full,Confirmed,9603.0,11324.37
61659,601,Campo Grande (MS),Salvador (BH),economic,621.36,1.36,522.34,CloudFy,06-08-2023,Hotel K,Salvador (BH),4,263.41,1053.64,06-08-2023,Monsters CYA,Seth Mcclellan,male,32,Garrettton,Ramosport,Hatchback,Sixt,2.0,145.0,Partial,Confirmed,1487.0,3162.0
61761,603,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,01/28/2021,Hotel BP,Brasilia (DF),2,247.62,495.24,01/28/2021,Monsters CYA,Marlene Shumpert,none,42,Nicholasland,Lake Susanborough,SUV,Enterprise,2.0,308.0,Prepaid,Pending,4301.0,5488.23
61768,603,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,03/18/2021,Hotel K,Salvador (BH),4,263.41,1053.64,03/18/2021,Monsters CYA,Marlene Shumpert,none,42,Ballmouth,Harveyhaven,Hatchback,Hertz,2.0,154.0,Full-to-Full,Pending,1561.0,3764.02
61772,603,Campo Grande (MS),Rio de Janeiro (RJ),premium,1363.27,2.09,806.48,CloudFy,04/15/2021,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/15/2021,Monsters CYA,Marlene Shumpert,none,42,Port Crystal,East Josephfurt,Hatchback,Avis,4.0,77.0,Partial,Pending,1059.0,2588.26
61782,603,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,2.09,806.48,Rainbow,06/24/2021,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/24/2021,Monsters CYA,Marlene Shumpert,none,42,Jeffreyshire,Nelsonhaven,Luxury,Enterprise,5.0,472.0,Prepaid,Cancelled,11040.0,12960.16
61815,603,Campo Grande (MS),Salvador (BH),premium,834.61,1.36,522.34,Rainbow,02-10-2022,Hotel K,Salvador (BH),3,263.41,790.23,02-10-2022,Monsters CYA,Marlene Shumpert,none,42,Malikchester,West Samantha,Hatchback,Budget,3.0,358.0,Full-to-Full,Pending,3235.0,4859.84
61830,603,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,2.09,806.48,Rainbow,05/26/2022,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/26/2022,Monsters CYA,Marlene Shumpert,none,42,Lake Jorgefurt,Jonesfurt,Sedan,Hertz,1.0,146.0,Full-to-Full,Cancelled,1849.0,3509.86
61900,604,Campo Grande (MS),Natal (RN),premium,541.59,0.65,250.68,Rainbow,07-02-2020,Hotel BD,Natal (RN),1,242.88,242.88,07-02-2020,Monsters CYA,Tiffany Thomas,none,53,Obrienborough,North Alexisburgh,Hatchback,Hertz,2.0,281.0,Prepaid,Confirmed,2559.0,3343.47
61909,604,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,2.09,806.48,Rainbow,09-03-2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09-03-2020,Monsters CYA,Tiffany Thomas,none,53,Port Cindymouth,Jenniferhaven,SUV,Sixt,5.0,76.0,Prepaid,Pending,1787.0,3065.53
61927,604,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,2.09,806.48,Rainbow,01-07-2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01-07-2021,Monsters CYA,Tiffany Thomas,none,53,Jessechester,Anthonyborough,Hatchback,Hertz,3.0,481.0,Prepaid,Pending,4214.0,6632.13
61974,605,Campo Grande (MS),Recife (PE),economic,659.43,1.39,535.4,CloudFy,06/25/2020,Hotel AU,Recife (PE),3,312.83,938.49,06/25/2020,Monsters CYA,Robert Santos,male,36,East Mitchellchester,West Benjaminview,Sedan,Sixt,3.0,304.0,Prepaid,Confirmed,3576.0,5173.92
62030,605,Campo Grande (MS),Sao Paulo (SP),premium,536.98,0.44,168.22,CloudFy,07/22/2021,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/22/2021,Monsters CYA,Robert Santos,male,36,Kylefort,Lake Jessica,Luxury,Enterprise,5.0,432.0,Partial,Pending,10230.0,11323.38
62102,606,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,03/19/2020,Hotel Z,Aracaju (SE),2,208.04,416.08,03/19/2020,Monsters CYA,David Evans,male,54,Stanleytown,New Aaronbury,Hatchback,Enterprise,4.0,242.0,Partial,Confirmed,2350.0,3913.03
62106,606,Campo Grande (MS),Florianopolis (SC),economic,808.63,1.49,573.81,CloudFy,04/16/2020,Hotel A,Florianopolis (SC),3,313.02,939.06,04/16/2020,Monsters CYA,David Evans,male,54,Port Kennethstad,Jonesview,Sedan,Sixt,2.0,130.0,Prepaid,Pending,1773.0,3520.69
62109,606,Campo Grande (MS),Sao Paulo (SP),economic,375.51,0.44,168.22,CloudFy,05-07-2020,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05-07-2020,Monsters CYA,David Evans,male,54,Gonzalesburgh,Juliemouth,Luxury,Budget,3.0,326.0,Partial,Confirmed,7817.0,8331.61
